Time [s],Value,Parity Error,Framing Error
0.898722000000000,0x00,,Error
0.898734500000000,0x00,,Error
0.898747000000000,0x40,,Error
0.898759500000000,0x04,,Error
0.898773500000000,0x00,,Error
0.922591500000000,0xAA,,Error
0.922605000000000,0x00,,Error
0.922617500000000,0x14,,
0.922630500000000,0xFF,,Error
0.922644000000000,0x00,,Error
0.922656500000000,0x00,,Error
0.922669000000000,0x00,,Error
0.922682000000000,0x75,,
0.922694000000000,0x00,,Error
0.922706500000000,0x10,,Error
0.922719500000000,0xAA,,Error
0.922733000000000,0x00,,Error
0.946550000000000,0xAB,,Error
0.946563500000000,0x00,,Error
0.946576000000000,0x00,,Error
0.946588500000000,0x00,,Error
0.946601000000000,0x40,,Error
0.946613500000000,0x04,,Error
0.946626000000000,0x00,,Error
0.946639000000000,0xAA,,Error
0.946652500000000,0x00,,Error
0.946665000000000,0x00,,Error
0.946678000000000,0xF5,,
0.946690000000000,0x00,,Error
0.970505500000000,0xFF,,
0.970517500000000,0x00,,Error
0.970531500000000,0x00,,Error
0.970544500000000,0x55,,
0.970556500000000,0x00,,Error
0.970569000000000,0x00,,Error
0.970581500000000,0x00,,Error
0.970594000000000,0x45,,Error
0.970608000000000,0x00,,Error
0.970620500000000,0x00,,Error
0.970633500000000,0x55,,
0.970645500000000,0x00,,Error
0.970731000000000,0xAA,,
0.970743500000000,0x00,,
0.970756000000000,0x00,,
0.970769000000000,0x00,,
0.970781500000000,0x00,,
0.970794000000000,0x00,,
0.970806500000000,0x00,,
0.970819000000000,0x00,,
0.970831500000000,0x00,,
0.970844000000000,0x0F,,
0.970856500000000,0x00,,
0.970869000000000,0x0F,,
0.970881500000000,0x00,,
0.970894000000000,0x0F,,
0.970906500000000,0x00,,
0.970919500000000,0x0F,,
0.970932000000000,0x00,,
0.970944500000000,0xFF,,
0.970957000000000,0xFF,,
0.970969500000000,0xFF,,
0.970982000000000,0xFF,,
0.970994500000000,0xFF,,
0.971007000000000,0xFF,,
0.971019500000000,0xFF,,
0.971032000000000,0xFF,,
0.971044500000000,0xFF,,
0.971057000000000,0xFF,,
0.971070000000000,0xFF,,
0.971082500000000,0xFF,,
0.971095000000000,0xFF,,
0.971107500000000,0xFF,,
0.971120000000000,0xFF,,
0.971132500000000,0xFF,,
0.971145000000000,0xFF,,
0.971157500000000,0xFF,,
0.971170000000000,0xFF,,
0.971182500000000,0xFF,,
0.971195000000000,0xFF,,
0.971207500000000,0xFF,,
0.971220500000000,0xFF,,
0.971233000000000,0xFF,,
0.971245500000000,0xFF,,
0.971258000000000,0xFF,,
0.971270500000000,0xFF,,
0.971283000000000,0xFF,,
0.971295500000000,0xFF,,
0.971308000000000,0xFF,,
0.971320500000000,0xFF,,
0.971333000000000,0xFF,,
0.971345500000000,0xFF,,
0.971358000000000,0xFF,,
0.971371000000000,0xFF,,
0.971383500000000,0xFF,,
0.971396000000000,0xFF,,
0.971408500000000,0xFF,,
0.971421000000000,0xFF,,
0.971433500000000,0xFF,,
0.971446000000000,0x00,,Error
0.994462500000000,0xFD,,
0.994474500000000,0x00,,Error
0.994488500000000,0x00,,Error
0.994501500000000,0x55,,
0.994513500000000,0x00,,Error
0.994526000000000,0x00,,Error
0.994538500000000,0x00,,Error
0.994551000000000,0x05,,Error
0.994563500000000,0x00,,Error
0.994577500000000,0x00,,Error
0.994590000000000,0x00,,Error
0.994602500000000,0x00,,Error
1.018419500000000,0xAA,,Error
1.018433000000000,0x00,,Error
1.018445500000000,0x00,,Error
1.018458500000000,0xD5,,
1.018470500000000,0x40,,
1.018483000000000,0x00,,Error
1.018497000000000,0x00,,Error
1.018510000000000,0x7D,,
1.018522000000000,0x00,,Error
1.018534500000000,0x10,,
1.018547000000000,0x01,,Error
1.018559500000000,0x00,,Error
1.042376500000000,0xFD,,
1.042388500000000,0x00,,Error
1.042401000000000,0x10,,
1.042413000000000,0x55,,
1.042425000000000,0x00,,Error
1.042438000000000,0x55,,
1.042450000000000,0x00,,Error
1.042462500000000,0x14,,Error
1.042475500000000,0xFF,,Error
1.042489000000000,0x00,,Error
1.042501500000000,0x00,,Error
1.042514000000000,0x00,,Error
1.066333500000000,0x7D,,
1.066345500000000,0x00,,Error
1.066358000000000,0x10,,
1.066370500000000,0x01,,Error
1.066384500000000,0x00,,Error
1.066397000000000,0x00,,Error
1.066409500000000,0x00,,Error
1.066422000000000,0x00,,Error
1.066434500000000,0x00,,Error
1.066447000000000,0x50,,Error
1.066460000000000,0xAA,,Error
1.066473500000000,0x00,,Error
1.090290500000000,0xAA,,Error
1.090304000000000,0x00,,Error
1.090316500000000,0x00,,Error
1.090329500000000,0xFF,,
1.090341500000000,0x40,,
1.090353500000000,0x5F,,
1.090365500000000,0x00,,Error
1.090378000000000,0x00,,Error
1.090390500000000,0x00,,Error
1.090403000000000,0x40,,Error
1.090415500000000,0x05,,Error
1.090429500000000,0x00,,Error
1.114247500000000,0x7D,,
1.114259500000000,0x00,,Error
1.114272000000000,0x00,,Error
1.114284500000000,0x00,,Error
1.114297000000000,0x00,,
1.114310000000000,0xAB,,Error
1.114323500000000,0x00,,Error
1.114336000000000,0x00,,Error
1.114348500000000,0x00,,Error
1.114361000000000,0x40,,Error
1.114374000000000,0xFF,,
1.114386000000000,0x00,,Error
1.138205500000000,0xFF,,Error
1.138219000000000,0x00,,Error
1.138231500000000,0x00,,Error
1.138244000000000,0x00,,Error
1.138256500000000,0x00,,Error
1.138269000000000,0x04,,Error
1.138281500000000,0x00,,Error
1.138294500000000,0xAA,,Error
1.138308000000000,0x00,,Error
1.138320500000000,0x00,,Error
1.138333500000000,0x55,,
1.138345500000000,0x00,,Error
1.162161500000000,0xFD,,
1.162173500000000,0x00,,Error
1.162187500000000,0x00,,Error
1.162200500000000,0x55,,
1.162212500000000,0x00,,Error
